course_number,title,hours,cluster,desc,terms,optional,instructors,prereq
10.07[J],Debating About Society and Engineering,3-0-6 units,Same subject as 21W.733[J],"Explores the various interconnections between society and engineering as expressed in a variety of media: speech, visualization, art and music, and writing. Analysis of foundational texts and art together with case studies form the basis for students' weekly assignments. Topics include the connection between engineering and society, the significance of artificial intelligence, evolution, social bias, and relativism of thought and culture. Includes oral and written presentations. Limited to 18.","['U (Fall, Spring)', 'Not offered regularly; consult department']",,"E. Schiappa, B. L. Trout",Prereq: None 
10.08,Cultural Studies for Chemical Engineering Graduate Students,2-0-4 units,,"Seminar explores some of the key cultural developments of human beings and their related engineering aspects together with insights into the evolution of chemical engineering. Begins with discussion of Warren K. Lewis on culture and civilization, in addition to other chemical engineering luminaries, Rutherford Aris and John Prausnitz, and Sam Florman. Following their leads, seminar addresses key developments in Greek culture, followed by Renaissance culture, and culminating with contemporary culture. Discusses the influence of chemical engineering throughout the term, but focuses on broader cultural understanding as advocated by Lewis and Aris. Weekly meetings and study question responses are complemented with direct experience of culture and its connection to engineering. Includes guests with various expertise in culture and chemical engineering. ","['G (Fall)', 'Not offered regularly; consult department']",,B. L. Trout,Prereq: None 
10.09,Models of Molecular Systems: from Newtonian Mechanics to Machine Learning,2-0-7 units,,"Explores the significance and applicability of models of molecular systems, starting from modern modeling and going back to ancient possibilities. Newtonian mechanics and optics to thermodynamics, statistical mechanics, quantum mechanics, simulations, and machine learning are covered together with foundational modern and ancient concepts of modeling. Addresses the questions of what models of molecular systems aim towards, what makes a good model, and how one should think about model robustness from phenomenological to first-principles models and from concrete to abstract. Foundational readings inform current approaches, applications including biology, optics and vision, and atomic science. Work consists of weekly assignments, class participation, and a final project. ",U (Spring),,B. L. Trout,Prereq: None 
10.10,Introduction to Chemical Engineering,4-0-8 units,,Explores the diverse applications of chemical engineering through example problems designed to build computer skills and familiarity with the elements of engineering design. Solutions require application of fundamental concepts of mass and energy conservation to batch and continuous systems involving chemical and biological processes. Problem-solving exercises distributed among lectures and recitation. ,"U (Fall, Spring)",,"K. L. J. Prather, T. Kinney",Prereq: Chemistry (GIR) and Physics I (GIR); Coreq: 18.03 
10.213,Chemical and Biological Engineering Thermodynamics,4-0-8 units,,"Thermodynamics of multicomponent, multiphase chemical and biological systems. Applications of first, second, and third laws of thermodynamics to open and closed systems. Properties of mixtures, including colligative properties, chemical reaction equilibrium, and phase equilibrium; non-ideal solutions; power cycles; refrigeration; separation systems. ",U (Spring),,"K. K. Gleason, H. D. Sikes",Prereq: 5.601 and 10.10 
10.22,Molecular Engineering,3-0-9 units,,"Introduces molecular concepts in relation to engineering thermodynamics. Includes topics in statistical mechanics, molecular description of gases and liquids, property estimation, description of equilibrium and dynamic properties of fluids from molecular principles, and kinetics of activated processes. Also covers some basic aspects of molecular simulation and applications in systems of engineering interest. ","['U (Spring)', 'Not offered regularly; consult department']",,"G. C. Rutledge, P. S. Doyle",Prereq: 5.60 and 10.213 
10.25,Industrial Chemistry and Chemical Process Pathways,3-0-6 units,,"Chemical and engineering principles involved in creation and operation of viable industrial processes. Topics: analysis of process chemistry by p-pathways (i.e., radical, ionic, and pericyclic reactions of organic syntheses) and d-pathways (i.e., catalysis by transition-metal complexes). Use of reaction mechanisms for inference of co-product formation, kinetics, and equilibria: process synthesis logic related to reaction selectivity, recycle, separations. Illustrations drawn from current and contemplated commercial practice. ","['G (Fall)', 'Not offered regularly; consult department']",,P. S. Virk,"Prereq: Chemistry (GIR), 10.213, and 10.37 "
10.26,Chemical Engineering Projects Laboratory,3-8-4 units,"Subject meets with 10.27, 10.29","Projects in applied chemical engineering research. Students work in teams on one project for the term. Projects often suggested by local industry. Includes training in project planning and project management, execution of experimental work, data analysis, oral presentation, individual and collaborative report writing. ",U (Spring),,G. C. Rutledge,"Prereq: (10.302 and (2.671, 5.310, 7.003[J], 12.335, 20.109, (1.106 and 1.107), or (5.351, 5.352, and 5.353))) or permission of instructor "
10.27,Energy Engineering Projects Laboratory,3-8-4 units,"Subject meets with 10.26, 10.29","Projects in applied energy engineering research. Students work in teams on one project for the term. Projects often suggested by local industry. Includes training in project planning and project management, execution of experimental work, data analysis, oral presentation, individual and collaborative report writing. Preference to Energy Studies minors.",U (Spring),,G. C. Rutledge,"Prereq: (10.302 and (2.671, 5.310, 7.003[J], 12.335, 20.109, (1.106 and 1.107), or (5.351, 5.352, and 5.353))) or permission of instructor "
10.28,Chemical-Biological Engineering Laboratory,2-8-5 units,,"Introduces the complete design of the bioprocess: from vector selection to production, separation, and characterization of recombinant products. Utilize concepts from many fields, such as, chemical and electrical engineering, and biology. Student teams work through parallel modules spanning microbial fermentation and animal cell culture. With the bioreactor at the core of the experiments, students study cell metabolism and biological pathways, kinetics of cell growth and product formation, oxygen mass transport, scale-up and techniques for the design of process control loops. Introduces novel bioreactors and powerful analytical instrumentation. Downstream processing and recombinant product purification also included. Credit cannot also be received for 10.28A. Enrollment limited.",U (Fall),Credit cannot also be received for 10.28B,J.-F. Hamel,Prereq: ((5.07[J] or 7.05) and (5.310 or 7.003[J])) or permission of instructor 
